Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Forma de producto de mampostería (product.metafields.shopify.masonry-product-form),Adecuado para tipo de material (product.metafields.shopify.suitable-for-material-type),Espacio adecuado (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bloque-medio-liso-de-19-cm-de-ancho,BLOQUE MEDIO LISO DE 19 CM DE ANCHO,"",Servicios Arneaz,,"","BLOQUE DE CEMENTO, BLOQUE DE CEMENTO TEXTURADO, BLOQUE SIMIL PIEDRA, BLOQUE U, MEDIO BLOQUE DE CEMENTO LISO",true,Title,Default Title,,,,,,,,,730000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
puerta-de-aluminio-blanco-ciega-de-0-70-mts-x-2-00-mts,PUERTA DE ALUMINIO BLANCO CIEGA DE 0.70 MTS X 2.00 MTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,800000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
puerta-de-aluminio-blanco-1-4-vidrio-repartido-de-0-70-mts-x-2-00-mts,PUERTA DE ALUMINIO BLANCO 1/4 VIDRIO REPARTIDO DE 0.70 MTS X 2.00 MTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,800000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
puerta-de-aluminio-blanco-ciega-de-0-90-mts-x-2-00-mts,PUERTA DE ALUMINIO BLANCO CIEGA DE 0.90 MTS X 2.00 MTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,800000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
puerta-de-aluminio-blanco-ciega-de-0-90-mts-x-2-00-mts1,PUERTA DE ALUMINIO BLANCO CIEGA DE 0.90 MTS X 2.00 MTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,800000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-acanalada-galvanizada-c-27,CHAPA ACANALADA GALVANIZADA C-27,"",Servicios Arneaz,,"","",true,METROS,"1,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-acanalada-galvanizada-c-27,,,,,,,,,"1,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"2,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"2,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"3,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"3,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"4,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"4,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"5,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"5,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"6,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"6,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"7,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"7,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"8,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"8,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"9,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"9,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"10,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"10,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"11,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"11,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-27,,,,,,,,,"12,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,CHAPA ACANALADA GALVANIZADA C-25,"",Servicios Arneaz,,"","",true,METROS,"1,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-acanalada-galvanizada-c-25,,,,,,,,,"1,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"2,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"2,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"3,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"3,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"4,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"4,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"5,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"5,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"6,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"6,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"7,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"7,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"8,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"8,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"9,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"9,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"10,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"10,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"11,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"11,50 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-acanalada-galvanizada-c-25,,,,,,,,,"12,00 METROS",,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,CHAPA TRAPEZOIDAL GALVANIZADA C-25,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,CHAPA TRAPEZOIDAL GALVANIZADA C-25: NEGRA,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-negra,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,CHAPA TRAPEZOIDAL GALVANIZADA C-25: AZUL,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-azul,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,CHAPA TRAPEZOIDAL GALVANIZADA C-25: ROJA,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
